T_max,ta_acc_mean,unif_acc_mean,abs_delta_max,abs_delta_mean,ta_wins,ties,unif_wins,paired_t_pvalue,tost_pvalue,ci95_low_pp,ci95_high_pp,equivalence_margin_pp,n_pairs
25,54.20294365763058,54.2042743966191,2.1141629161660735,0.39866427518020187,10,0,8,0.9931642406259172,0.0023154928779075545,-0.32425588293213065,0.3215944049551133,0.5,18
50,54.95574207745793,55.12140108635432,1.3961754759351352,0.4374577268736789,9,0,9,0.2154613619297833,0.009402345790488265,-0.43730183653638954,0.10598381874360605,0.5,18
100,55.197576673175554,55.2479652395809,1.3300533771686385,0.4856689296434495,7,0,11,0.7453486988354274,0.004522287062620478,-0.3724328124889406,0.2716556796782362,0.5,18
